STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Grocery Chain
SUPERMERCADO GUADALAJARA #2,3991.0,23651.0,6000.0,B,2300 S KEDZIE AVE,60623.0,SOUTH LAWNDALE,30.0,24.0,17031300800.0,170313000000000.0,1155346.701,1888503.803,41.84985753,-87.70534348,"(41.8498575327, -87.7053434771)",0
JEWEL FOOD STORE #3455,1380.0,259.0,23660.0,A,4355 N SHERIDAN RD,60613.0,UPTOWN,3.0,46.0,17031032100.0,170310000000000.0,1168852.207,1929254.341,41.96139778,-87.65459297,"(41.9613977799, -87.6545929748)",0
CARNICERIA DEL RIO,1801493.0,314238.0,3000.0,B,2714 W CERMAK RD,60608.0,SOUTH LAWNDALE,30.0,28.0,17031840700.0,170318000000000.0,1158513.93,1889320.59,41.85203474,-87.69369691,"(41.8520347381, -87.6936969081)",0
FIESTA SUPERMARCADO,1196305.0,221943.0,14500.0,A,3307 W 63RD ST,60629.0,CHICAGO LAWN,66.0,15.0,17031660500.0,170317000000000.0,1155383.105,1862616.485,41.77881858,-87.70590358,"(41.7788185771, -87.7059035755)",0
ALDI INC #83,13990.0,5273.0,16300.0,A,8333 S CICERO AVE,60652.0,ASHBURN,70.0,18.0,17031700302.0,170317000000000.0,1145926.588,1848735.591,41.74091107,-87.74092286,"(41.7409110654, -87.7409228594)",1
WALLY'S INTERNATIONAL MARKET,32288.0,14504.0,10001.0,A,3256 N MILWAUKEE AVE,60618.0,AVONDALE,21.0,31.0,17031831100.0,170318000000000.0,1149524.32,1921376.251,41.94017781,-87.72585843,"(41.9401778125, -87.7258584348)",0
ZIAD CERTIFIED FOODS,9046.0,4213.0,2500.0,B,513 E 47TH ST,60653.0,GRAND BOULEVARD,38.0,3.0,17031381200.0,170314000000000.0,1180538.329,1873929.875,41.80932287,-87.61333552,"(41.8093228701, -87.6133355212)",0
SUPERMERCADO EL CUBANO INC,57265.0,6678.0,2750.0,B,4939 S ASHLAND AVE,60609.0,NEW CITY,61.0,20.0,17031611200.0,170316000000000.0,1166552.07,1871797.81,41.80378232,-87.66469533,"(41.803782323, -87.6646953279)",0
FAIRPLAY FINER FOODS INC,10949.0,86481.0,10001.0,A,4640 S HALSTED ST,60609.0,NEW CITY,61.0,11.0,17031842600.0,170318000000000.0,1171712.005,1873969.432,41.80962977,-87.64570757,"(41.809629768, -87.6457075651)",0
RITE PRICE FOOD,1198136.0,222688.0,3600.0,B,5606 W DIVISION ST,60651.0,AUSTIN,25.0,29.0,17031250600.0,170313000000000.0,1138707.848,1907480.831,41.90225069,-87.76595092,"(41.9022506897, -87.7659509238)",0
KAMDAR PLAZA INC,4429.0,3241.0,5500.0,B,2646 W DEVON AVE,60659.0,WEST RIDGE,2.0,50.0,17031020602.0,170310000000000.0,1157317.615,1942403.248,41.9977219,-87.6966411,"(41.9977219015, -87.6966411029)",0
J & J EUROPEAN DELI,21936.0,63361.0,3000.0,B,5960 W LAWRENCE AVE,60630.0,PORTAGE PARK,15.0,45.0,17031150401.0,170312000000000.0,1135539.547,1931334.539,41.9677648,-87.7770202,"(41.9677648001, -87.7770202043)",0
WORLD FRESH MARKET,1492163.0,21515.0,5500.0,B,2434 W DEVON AVE,60659.0,WEST RIDGE,2.0,50.0,17031020602.0,170310000000000.0,1158782.273,1942449.179,41.99781793,-87.69125189,"(41.997817926, -87.6912518856)",0
CITY GROCERY,1979483.0,344633.0,5000.0,B,405 N WABASH AVE,60611.0,NEAR NORTH SIDE,8.0,42.0,17031081500.0,170311000000000.0,1176706.459,1903103.76,41.88946533,-87.62650927,"(41.8894653288, -87.6265092736)",0
P & I FOOD & LIQUOR INC.,16647.0,6907.0,3000.0,B,4154 W DIVISION ST,60651.0,HUMBOLDT PARK,23.0,37.0,17031230600.0,170312000000000.0,1148216.449,1907711.875,41.90270681,-87.73101807,"(41.9027068139, -87.7310180698)",0
DANNY'S FRESH MARKET,1888080.0,326926.0,14405.0,A,2140 N WESTERN AVE,60647.0,LOGAN SQUARE,22.0,1.0,17031221500.0,170312000000000.0,1159966.294,1914498.839,41.92109627,-87.68767101,"(41.921096268, -87.6876710129)",0
PETE'S MARKET,36823.0,15303.0,10001.0,A,5724 S KEDZIE AVE,60629.0,GAGE PARK,63.0,14.0,17031630900.0,170316000000000.0,1155989.471,1866372.165,41.78911255,-87.70357973,"(41.789112548, -87.7035797266)",0
"TONY'S FINER FOODS ENTERPRISES, INC.",1717568.0,305203.0,35000.0,A,2500 N CENTRAL AVE,60639.0,BELMONT CRAGIN,19.0,30.0,17031190602.0,170312000000000.0,1138581.761,1916095.596,41.92589288,-87.76620483,"(41.9258928802, -87.7662048258)",0
HAPPY FOODS,1618656.0,294177.0,11500.0,A,6415 N CENTRAL AVE,60646.0,FOREST GLEN,12.0,45.0,17031120200.0,170311000000000.0,1139158.157,1942325.637,41.99786001,-87.7634458,"(41.9978600139, -87.7634457986)",0
DOMINICK'S FINER FOODS - STORE # 2775,1820382.0,5033.0,54963.0,A,2021 W CHICAGO AVE,60622.0,WEST TOWN,24.0,1.0,17031243000.0,170312000000000.0,1162687.544,1905295.59,41.89578523,-87.67793089,"(41.8957852296, -87.6779308926)",1
ALDI'S #47,1619769.0,5273.0,16370.0,A,1508 W 47TH ST,60609.0,NEW CITY,61.0,3.0,17031842600.0,170318000000000.0,1167024.297,1873608.653,41.80874139,-87.66291163,"(41.8087413884, -87.6629116285)",1
AWAMI BAZAAR & ZABIHA MEAT,68226.0,20954.0,2500.0,B,2340 W DEVON AVE,60659.0,WEST RIDGE,2.0,50.0,17031020500.0,170310000000000.0,1159376.822,1942466.678,41.99785369,-87.68906427,"(41.9978536894, -87.6890642657)",0
MAKOLA AFRICAN SUPERMARKET #2,2008279.0,279945.0,3500.0,B,4501 N SHERIDAN RD,60640.0,UPTOWN,3.0,46.0,17031031502.0,170310000000000.0,1168837.759,1930075.097,41.96365028,-87.65462219,"(41.9636502775, -87.6546221904)",0
ALDI #30,1547427.0,5273.0,15154.0,A,3030 S KEDZIE AVE,60623.0,SOUTH LAWNDALE,30.0,12.0,17031840800.0,170318000000000.0,1155473.098,1884225.253,41.83811415,-87.70499446,"(41.8381141517, -87.7049944648)",1
Laxi Liquor,47780.0,11112.0,3200.0,B,6922 W GRAND AVE,60707.0,MONTCLARE,18.0,36.0,17031831600.0,170318000000000.0,1129750.396,1915232.706,41.9236807,-87.79867613,"(41.9236807003, -87.7986761286)",0
"EDDIE'S SUNSHINE FOOD & LIQUOR,  INC.",24217.0,63476.0,3000.0,B,10806 S MICHIGAN AVE,60628.0,ROSELAND,49.0,9.0,17031490901.0,170315000000000.0,1178782.207,1833280.997,41.69781792,-87.621011,"(41.6978179235, -87.6210110036)",0
"SUPER DOLLAR AND UP 4, INC.",1597521.0,291475.0,4000.0,B,1604 W 59TH ST,60636.0,WEST ENGLEWOOD,67.0,15.0,670300.0,170317000000000.0,1166621.803,1865628.907,41.78685263,-87.66461558,"(41.7868526305, -87.6646155793)",0
CENTRAL PARK FOODS INC,13813.0,6373.0,8000.0,B,3604 W GRAND AVE,60651.0,HUMBOLDT PARK,23.0,26.0,17031231200.0,170312000000000.0,1152082.863,1907654.382,41.90247367,-87.71681747,"(41.9024736738, -87.7168174653)",0
NEW LA ESTRELLA FOODS INC.,2003267.0,348383.0,5800.0,B,3003 W 63RD ST,60629.0,CHICAGO LAWN,66.0,15.0,17031660600.0,170317000000000.0,1157424.768,1862672.642,41.77893156,-87.69841709,"(41.7789315569, -87.6984170935)",0
STEVE FOOD & LIQUOR,47965.0,11529.0,3500.0,B,6058 S RACINE AVE,60636.0,WEST ENGLEWOOD,67.0,16.0,17031670900.0,170317000000000.0,1169324.296,1864367.905,41.78333418,-87.65474328,"(41.7833341838, -87.6547432794)",0
"KRAKUS DELI,  INC",1222467.0,229704.0,3500.0,B,5155 W ADDISON ST,60641.0,PORTAGE PARK,15.0,38.0,17031151001.0,170312000000000.0,1141134.009,1923401.79,41.9458951,-87.75664585,"(41.9458951009, -87.7566458523)",0
MLB FOOD,1884977.0,326392.0,2500.0,B,613 E 67TH ST,60637.0,WOODLAWN,42.0,20.0,17031421200.0,170314000000000.0,1181543.403,1860685.481,41.7729559,-87.61005781,"(41.7729559039, -87.6100578109)",0
ALDI'S FOODS BELMONT,1975886.0,5273.0,18600.0,A,3320 W BELMONT AVE,60618.0,AVONDALE,21.0,35.0,17031831100.0,170318000000000.0,1153595.928,1921123.899,41.93940519,-87.71090059,"(41.9394051879, -87.7109005918)",1
BERBATE FRUIT MARKET,1646036.0,296646.0,2500.0,B,3956 N NARRAGANSETT AVE,60634.0,DUNNING,17.0,38.0,17031170300.0,170312000000000.0,1132942.485,1925839.44,41.95273156,-87.78669844,"(41.9527315616, -87.7866984426)",0
Hegewisch Fruit Market Inc.,2020869.0,350864.0,7800.0,B,13209 S BALTIMORE AVE,60633.0,HEGEWISCH,55.0,10.0,17031550100.0,170316000000000.0,1199136.36,1817923.262,41.65518859,-87.54699942,"(41.6551885903, -87.5469994185)",0
FRESH BUY FOODS INC,23640.0,9535.0,26000.0,A,6319 S VERNON AVE,60637.0,WOODLAWN,42.0,20.0,17031420700.0,170314000000000.0,1180379.164,1863120.509,41.77966465,-87.61425094,"(41.7796646515, -87.6142509361)",0
GAYTAN GROCERY STORE,85044.0,81586.0,3500.0,B,2802 S KOLIN AVE,60623.0,SOUTH LAWNDALE,30.0,22.0,17031301801.0,170313000000000.0,1147806.762,1884970.125,41.84030863,-87.73310706,"(41.8403086304, -87.733107059)",0
NORTHWEST FOOD & LIQUOR,1119636.0,209419.0,3180.0,B,5170 W NORTH AVE,60639.0,AUSTIN,25.0,37.0,17031250200.0,170313000000000.0,1141540.822,1910183.377,41.9096149,-87.75547797,"(41.9096148952, -87.7554779679)",0
TAI WAH GROCERY,28038.0,63654.0,3200.0,B,2226 S WENTWORTH AVE,60616.0,ARMOUR SQUARE,34.0,25.0,17031841100.0,170318000000000.0,1175283.353,1889485.208,41.8521272,-87.632144,"(41.8521271977, -87.6321439957)",0
ALDI,1922075.0,5273.0,16615.0,A,6621 S COTTAGE GROVE AVE,60637.0,WOODLAWN,42.0,5.0,17031420800.0,170314000000000.0,1182742.139,1861187.55,41.77430588,-87.60564803,"(41.7743058812, -87.6056480253)",1
"RICH'S DELI & LIQUOR, INC",16735.0,6920.0,3400.0,B,857 N WESTERN AVE,60622.0,WEST TOWN,24.0,32.0,17031242400.0,170312000000000.0,1160284.987,1905888.04,41.89746098,-87.68673856,"(41.8974609845, -87.6867385577)",0
WALGREENS # 06297,1248924.0,147.0,,A,6016 W 63RD ST,60638.0,CLEARING,64.0,23.0,17031640300.0,170316000000000.0,1137276.865,1862177.824,41.77795816,-87.7722942,"(41.77795816, -87.7722942)",0
TREASURE ISLAND FOODS,1319.0,85291.0,10001.0,A,680 N LAKE SHORE DR,60611.0,NEAR NORTH SIDE,8.0,42.0,17031081401.0,170311000000000.0,1179588.036,1905071.171,41.89479837,-87.61586665,"(41.8947983703, -87.6158666457)",0
DISCOUNT MEAT COMPANY,13820.0,6377.0,4160.0,B,339 W 79TH ST,60620.0,CHATHAM,44.0,17.0,17031842400.0,170318000000000.0,1175247.368,1852518.394,41.75068744,-87.63338093,"(41.7506874405, -87.6333809292)",0
ORIENTAL ASIA MARKET INC.,1903198.0,330517.0,7500.0,B,4932 N SHERIDAN RD,60640.0,UPTOWN,3.0,46.0,17031031200.0,170310000000000.0,1168693.63,1933319.419,41.97255593,-87.65505767,"(41.9725559281, -87.6550576698)",0
VIET HOA PLAZA,10540.0,85532.0,6174.0,B,1051 W ARGYLE ST,60640.0,UPTOWN,3.0,48.0,17031031200.0,170310000000000.0,1168165.756,1933540.492,41.97317401,-87.65699233,"(41.9731740098, -87.6569923349)",0
POLONIA FOOD MART,6455.0,3630.0,10001.0,A,1956 W ARMITAGE AVE,60622.0,LOGAN SQUARE,22.0,32.0,17031832300.0,170318000000000.0,1162748.602,1913344.489,41.91787072,-87.67748062,"(41.9178707156, -87.6774806152)",0
ALDI INC #10,14002.0,5273.0,15540.0,A,4501 S PULASKI RD,60632.0,ARCHER HEIGHTS,57.0,14.0,17031570100.0,170316000000000.0,1150478.906,1874473.041,41.81145154,-87.72357465,"(41.8114515422, -87.7235746544)",1
ONE STOP,2032029.0,352811.0,2500.0,B,4401 W MADISON ST,60624.0,WEST GARFIELD PARK,26.0,28.0,17031260500.0,170313000000000.0,1147026.592,1899610.816,41.88049945,-87.73559596,"(41.8804994508, -87.735595961)",0
EL BARRIO GROCERY,42681.0,16221.0,10001.0,A,3938 W NORTH AVE,60647.0,HUMBOLDT PARK,23.0,30.0,17031230400.0,170312000000000.0,1149716.52,1910383.157,41.91000804,-87.72543846,"(41.9100080401, -87.7254384633)",0
AARAY GROCERY,1900.0,62541.0,10001.0,A,2601 N HALSTED ST,60614.0,LINCOLN PARK,7.0,43.0,17031070200.0,170311000000000.0,1170536.071,1917537.596,41.92920982,-87.64874627,"(41.929209817, -87.648746265)",0
BROADWAY SUPERMARKET,50737.0,17352.0,15000.0,A,4879 N BROADWAY,60640.0,UPTOWN,3.0,48.0,17031031200.0,170310000000000.0,1167467.569,1932805.104,41.97117118,-87.65958098,"(41.9711711808, -87.659580975)",0
FOODSMART,46295.0,16644.0,3500.0,B,3415 W DIVERSEY AVE,60647.0,LOGAN SQUARE,22.0,35.0,17031220602.0,170312000000000.0,1153071.521,1918367.838,41.93185278,-87.71290125,"(41.9318527752, -87.7129012497)",0
SAFAH FOOD & LIQUOR INC,14103.0,6462.0,3000.0,B,7105 S RACINE AVE,60636.0,ENGLEWOOD,68.0,17.0,17031681400.0,170317000000000.0,1169589.679,1857650.993,41.7648964,-87.65396483,"(41.7648964002, -87.6539648335)",0
MORGAN FOOD CORP LLC,1270949.0,250439.0,3500.0,B,6600 S MORGAN ST,60621.0,ENGLEWOOD,68.0,17.0,17031681000.0,170317000000000.0,1170741.172,1861024.599,41.77412895,-87.649646,"(41.7741289538, -87.6496459973)",0
THE PRODUCE CENTER,44723.0,16464.0,12000.0,A,5820 N MILWAUKEE AVE,60646.0,NORWOOD PARK,10.0,45.0,17031100100.0,170311000000000.0,1135086.809,1938439.547,41.98726964,-87.7785157,"(41.9872696368, -87.7785157048)",0
DOMINICKS #2889,2042084.0,5033.0,48735.0,A,5233 N LINCOLN AVE,60625.0,LINCOLN SQUARE,4.0,40.0,17031040202.0,170310000000000.0,1158559.966,1934822.693,41.9768951,-87.69227967,"(41.9768950984, -87.6922796678)",0
WALGREENS #226,18468.0,147.0,,A,4005 W 26TH ST,60623.0,SOUTH LAWNDALE,30.0,22.0,17031301802.0,170313000000000.0,1150066.399,1886383.94,41.84414469,-87.72477825,"(41.84414469, -87.72477825)",0
ALDI INC.#94,14010.0,5273.0,10001.0,A,6025 S WESTERN AVE,60636.0,CHICAGO LAWN,66.0,16.0,17031835000.0,170318000000000.0,1161445.945,1864537.237,41.78396584,-87.68362338,"(41.7839658423, -87.6836233778)",1
JOE'S FOOD AND LIQUOR DEPOT,1575140.0,286898.0,4000.0,B,5834 W FULLERTON AVE,60639.0,BELMONT CRAGIN,19.0,30.0,17031190602.0,170312000000000.0,1136930.583,1915391.958,41.92399183,-87.77228911,"(41.9239918266, -87.7722891067)",0
TREASURE ISLAND FOODS,1315.0,85291.0,10001.0,A,2121 N CLYBOURN AVE,60614.0,LINCOLN PARK,7.0,43.0,17031832500.0,170318000000000.0,1167009.004,1914116.864,41.91989968,-87.66180554,"(41.919899684, -87.6618055364)",0
JEWEL FOOD STORE #3296,1392.0,259.0,29421.0,A,7342 W FOSTER AVE,60656.0,NORWOOD PARK,10.0,41.0,17031100500.0,170311000000000.0,1126189.317,1933745.777,41.97454295,-87.81134688,"(41.9745429477, -87.8113468842)",0
THREE R FOOD,1943396.0,339315.0,3000.0,B,2712 W MONTROSE AVE,60618.0,ALBANY PARK,14.0,33.0,17031140800.0,170311000000000.0,1157408.394,1929156.724,41.96137095,-87.69666935,"(41.961370945, -87.6966693474)",0
CERMAK PRODUCE,1476657.0,273150.0,15000.0,A,1711 W CERMAK RD,60608.0,LOWER WEST SIDE,31.0,25.0,17031843200.0,170318000000000.0,1165248.867,1889420.241,41.85216786,-87.66897504,"(41.8521678636, -87.6689750407)",0
PUERTO RICO FOOD & LIQUORS,2033049.0,353309.0,2500.0,B,2559 W AUGUSTA BLVD,60622.0,WEST TOWN,24.0,26.0,17031242500.0,170312000000000.0,1158919.057,1906519.381,41.89922158,-87.69173812,"(41.8992215766, -87.6917381162)",0
CARNICERIA LA AZTECA,1354069.0,262231.0,2500.0,B,7067 N CLARK ST,60626.0,ROGERS PARK,1.0,49.0,17031010702.0,170310000000000.0,1163376.521,1947274.502,42.01096295,-87.67421466,"(42.0109629527, -87.6742146577)",0
WHOLE FOODS MARKET,1678048.0,86298.0,19740.0,A,3640 N HALSTED ST,60613.0,LAKE VIEW,6.0,44.0,17031061000.0,170311000000000.0,1170228.556,1924572.202,41.9485198,-87.64967012,"(41.948519803, -87.6496701249)",0
HONG KONG MARKET,1892499.0,64229.0,46300.0,A,520 W 24TH PL,60616.0,ARMOUR SQUARE,34.0,25.0,17031841100.0,170318000000000.0,1172894.139,1888048.211,41.84823717,-87.64095553,"(41.8482371659, -87.6409555275)",0
WALGREENS #2923,18551.0,147.0,,A,6330 S DR MARTIN LUTHER KING JR DR,60637.0,GREATER GRAND CROSSING,69.0,20.0,17031842500.0,170318000000000.0,1179971.443,1862983.346,41.77929761,-87.61574988,"(41.77929761, -87.61574988)",0
JEWEL FOOD STORE #3030,1000572.0,259.0,31951.0,A,7530 S STONY ISLAND AVE,60649.0,SOUTH SHORE,43.0,5.0,17031834200.0,170318000000000.0,1188080.652,1855220.319,41.75780566,-87.58626826,"(41.7578056585, -87.586268258)",0
CERMAK PRODUCE NO.4,69608.0,21223.0,17000.0,A,2701 W NORTH AVE,60647.0,WEST TOWN,24.0,26.0,17031241000.0,170312000000000.0,1158110.217,1910489.415,41.91013224,-87.69460039,"(41.9101322404, -87.6946003939)",0
RAINBOW FINER FOOD & LIQUOR,9138.0,4236.0,3500.0,B,6316 S ASHLAND AVE,60636.0,WEST ENGLEWOOD,67.0,16.0,17031671200.0,170317000000000.0,1166715.983,1862739.748,41.77892241,-87.66435268,"(41.7789224055, -87.6643526811)",0
MUNCHIES ON LARRABEE,2073925.0,210118.0,2500.0,B,1012 N LARRABEE ST,60610.0,NEAR NORTH SIDE,8.0,27.0,17031842200.0,170318000000000.0,1172113.342,1907214.704,41.90084859,-87.64325554,"(41.9008485875, -87.6432555365)",0
ALDI INC STORE #95,14011.0,5273.0,37000.0,A,2333 E 95TH ST,60617.0,SOUTH DEERING,51.0,7.0,17031510300.0,170315000000000.0,1193541.803,1842389.989,41.72246624,-87.56667305,"(41.722466242, -87.5666730521)",1
MI MEXICO GROCERY,1494240.0,277614.0,2600.0,B,2601 W 59TH ST,60629.0,CHICAGO LAWN,66.0,16.0,17031835000.0,170318000000000.0,1160033.934,1865405.029,41.78637634,-87.68877651,"(41.7863763432, -87.688776514)",0
ALDI FOODS STORE #30,14000.0,5273.0,14860.0,A,4030 W WRIGHTWOOD AVE,60639.0,LOGAN SQUARE,22.0,31.0,17031220702.0,170312000000000.0,1148929.317,1917009.95,41.92820785,-87.72815856,"(41.9282078544, -87.728158558)",1
KEY FOOD LIQUOR,17551.0,7109.0,3800.0,B,13355 S INDIANA AVE,60827.0,RIVERDALE,54.0,9.0,17031540101.0,170315000000000.0,1179993.594,1816584.556,41.65197282,-87.61708374,"(41.6519728186, -87.6170837363)",0
EUROPA GALLERIA INC,1299537.0,253902.0,6500.0,B,340 W SUPERIOR ST,60610.0,NEAR NORTH SIDE,8.0,42.0,17031081800.0,170311000000000.0,1173771.573,1905338.265,41.89566277,-87.63722072,"(41.8956627719, -87.637220715)",0
PERSONAL LIQUORS INC,8913.0,4189.0,6000.0,B,4241 W MADISON ST,60624.0,WEST GARFIELD PARK,26.0,28.0,17031260600.0,170313000000000.0,1147946.919,1899631.729,41.8805392,-87.73221604,"(41.8805391992, -87.7322160373)",0
SAVE-A-LOT   #856,1222884.0,216203.0,12000.0,A,5555 W NORTH AVE,60639.0,AUSTIN,25.0,37.0,17031250700.0,170313000000000.0,1138898.646,1910041.706,41.90927457,-87.76518779,"(41.9092745667, -87.765187785)",0
GILMART'S  FOOD & LIQUOR,22715.0,9350.0,10001.0,A,5044 S ARCHER AVE,60632.0,ARCHER HEIGHTS,57.0,14.0,17031570300.0,170316000000000.0,1149831.675,1870805.567,41.80140003,-87.72604374,"(41.8014000331, -87.7260437419)",0
ANAR INC,31219.0,14297.0,10001.0,A,935 E 79TH ST,60619.0,CHATHAM,44.0,8.0,17031440101.0,170314000000000.0,1183972.091,1852784.314,41.75121793,-87.60140141,"(41.7512179339, -87.6014014102)",0
CLYBOURN MARKET,40522.0,15968.0,3500.0,B,2807 N CLYBOURN AVE,60618.0,NORTH CENTER,5.0,1.0,17031051400.0,170311000000000.0,1162477.18,1918702.518,41.93257918,-87.67832746,"(41.9325791837, -87.678327456)",0
SERRELLI'S FOODS,6981.0,62794.0,4000.0,B,6454 W NORTH AVE,60707.0,AUSTIN,25.0,36.0,17031250500.0,170313000000000.0,1132926.401,1909986.632,41.9092299,-87.78712882,"(41.909229895, -87.7871288207)",0
FOOD 4 LESS,1928152.0,251246.0,63506.0,A,112 W 87TH ST,60620.0,CHATHAM,44.0,21.0,17031842400.0,170318000000000.0,1176892.365,1847318.001,41.73638005,-87.62750922,"(41.7363800456, -87.627509219)",1
DOMINICK'S #153/2153,41678.0,5033.0,68000.0,A,424 W DIVISION ST,60610.0,NEAR NORTH SIDE,8.0,27.0,17031080400.0,170311000000000.0,1173143.885,1908329.181,41.90388396,-87.6394372,"(41.9038839611, -87.6394372016)",1
SUPER JIM'S,37540.0,33441.0,4500.0,B,5147 W DIVISION ST,60651.0,AUSTIN,25.0,37.0,17031251100.0,170313000000000.0,1141624.102,1907462.596,41.90214722,-87.75523939,"(41.9021472222, -87.7552393884)",0
ALDI FOODS -STORE #04,13988.0,5273.0,12500.0,A,800 N KEDZIE AVE,60651.0,HUMBOLDT PARK,23.0,27.0,17031836600.0,170318000000000.0,1154853.936,1905175.142,41.89561531,-87.70670533,"(41.8956153135, -87.7067053251)",1
A & G LIQUORS,44373.0,35423.0,4800.0,B,6945 S STATE ST,60637.0,GREATER GRAND CROSSING,69.0,6.0,17031690400.0,170317000000000.0,1177546.715,1858784.708,41.76783128,-87.62476594,"(41.7678312792, -87.6247659397)",0
BUSY BEE SUPERMARKET,1974525.0,343785.0,2500.0,B,5659 S ASHLAND AVE,60636.0,WEST ENGLEWOOD,67.0,16.0,17031670200.0,170317000000000.0,1166685.292,1866951.277,41.79048002,-87.66434507,"(41.7904800194, -87.6643450657)",0
LUCIANO'S GROCERY-18TH ST,1380524.0,265429.0,6000.0,B,1714 W 18TH ST,60608.0,LOWER WEST SIDE,31.0,25.0,17031310800.0,170313000000000.0,1165111.723,1891492.252,41.85785657,-87.6694196,"(41.8578565675, -87.6694195956)",0
CRESPO'S FOOD MART,40132.0,15902.0,2800.0,B,4353 W MADISON ST,60624.0,WEST GARFIELD PARK,26.0,28.0,17031260600.0,170313000000000.0,1147155.416,1899613.734,41.880505,-87.73512285,"(41.880504995, -87.7351228503)",0
ARMITAGE PRODUCE INC,1771323.0,4469.0,14340.0,A,2007 N KIMBALL AVE,60647.0,LOGAN SQUARE,22.0,35.0,17031221100.0,170312000000000.0,1153421.139,1913162.672,41.91756242,-87.71175511,"(41.9175624189, -87.7117551087)",0
RODRIGUEZ FRUITS & VEGETABLE,18231.0,7487.0,2626.0,B,2458 S ST LOUIS AVE,60623.0,SOUTH LAWNDALE,30.0,22.0,17031300700.0,170313000000000.0,1153392.177,1887204.053,41.84632986,-87.7125514,"(41.8463298609, -87.7125513997)",0
JEWEL FOOD STORE #3368,1226337.0,259.0,31600.0,A,550 N STATE ST,60610.0,NEAR NORTH SIDE,8.0,42.0,17031081600.0,170311000000000.0,1176227.753,1904177.074,41.89242137,-87.62823487,"(41.8924213661, -87.6282348711)",0
JEWEL FOOD STORE #3721,1225534.0,259.0,49513.0,A,6107 S ARCHER AVE,60638.0,GARFIELD RIDGE,56.0,23.0,17031560800.0,170316000000000.0,1137719.73,1868155.8,41.79435485,-87.77052715,"(41.7943548532, -87.7705271521)",0
SUPERMERCADO LA CHIQUTIA # 4,49303.0,89325.0,10001.0,A,2623 S PULASKI RD,60623.0,SOUTH LAWNDALE,30.0,22.0,17031301701.0,170313000000000.0,1150175.895,1886162.497,41.84353489,-87.72438218,"(41.8435348913, -87.7243821794)",0
INTERNATIONAL SUPERMARKET INC,16712.0,6917.0,7500.0,B,4556 S ASHLAND AVE,60609.0,NEW CITY,61.0,3.0,17031610400.0,170316000000000.0,1166403.294,1874268.618,41.81056568,-87.66517052,"(41.8105656774, -87.6651705169)",0
WEST LAWN FOODS,1591726.0,289367.0,17000.0,A,5838 S PULASKI RD,60629.0,WEST ELSDON,62.0,13.0,17031620300.0,170316000000000.0,1150664.381,1865421.229,41.78660841,-87.72313003,"(41.7866084095, -87.7231300289)",0
"LA NUEVA IMAGEN GROCERY, INC.",1804216.0,315282.0,3000.0,B,2459 S MILLARD AVE,60623.0,SOUTH LAWNDALE,30.0,22.0,17031300600.0,170313000000000.0,1152475.401,1887185.507,41.8462971,-87.71591643,"(41.8462971046, -87.7159164295)",0
S & T PROVISION CO INC,12173.0,6018.0,10001.0,A,3804 W 111TH ST,60655.0,MOUNT GREENWOOD,74.0,19.0,17031740300.0,170317000000000.0,1152946.913,1830759.52,41.69144591,-87.7156731,"(41.6914459103, -87.7156731039)",0
PARKSHORE MARKET LTD,26464.0,10858.0,2860.0,B,195 N HARBOR DR,60601.0,LOOP,32.0,42.0,17031320100.0,170313000000000.0,1179687.021,1901930.254,41.88617728,-87.6155996,"(41.8861772806, -87.6155996011)",0
CARNICERIA GUANAJUATO,2069477.0,358374.0,9325.0,B,5250 W FULLERTON AVE,60639.0,BELMONT CRAGIN,19.0,31.0,17031190702.0,170312000000000.0,1140756.18,1915489.208,41.92418915,-87.75822974,"(41.9241891458, -87.7582297412)",0
JARDAN FOOD & LIQUOR,11226.0,5270.0,9500.0,B,317 E GARFIELD BLVD,60637.0,WASHINGTON PARK,40.0,3.0,17031400400.0,170314000000000.0,1179170.195,1868452.911,41.79432493,-87.61852061,"(41.7943249341, -87.6185206053)",0
LOS CUATRO HERMANOS GROCERY,7790.0,62837.0,10001.0,A,1858 S ALLPORT ST,60608.0,LOWER WEST SIDE,31.0,25.0,17031310600.0,170313000000000.0,1168296.854,1890914.221,41.85620222,-87.65774497,"(41.8562022212, -87.6577449724)",0
EDDY'S FOOD MART,1879269.0,324962.0,4000.0,B,7575 N ROGERS AVE,60626.0,ROGERS PARK,1.0,49.0,17031010300.0,170310000000000.0,1164934.279,1950275.478,42.01916463,-87.66839729,"(42.019164625, -87.668397288)",0
MAYFAIR MARKET PLACE,1948869.0,340165.0,12000.0,A,4728 N PULASKI RD,60630.0,ALBANY PARK,14.0,39.0,140500.0,170311000000000.0,1148831.952,1931243.11,41.96726667,-87.72814705,"(41.9672666701, -87.7281470478)",0
The Unit,2021618.0,351168.0,3500.0,B,2523 E 75TH ST,60649.0,SOUTH SHORE,43.0,7.0,17031431302.0,170314000000000.0,1194459.429,1855683.514,41.75892232,-87.56287604,"(41.7589223174, -87.5628760391)",0
